"img_id","category_id","class_id","coordinate_x","coordinate_y","width","height","uri","md5"
57108,1,5,0.025120772946860,0.712182971014493,0.050241545893720,0.069293478260870,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.098492753623188,0.612822190668520,0.032734299516908,0.069845143378349,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.117874396135266,0.967542270531401,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.127536231884058,0.700634057971015,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.127536231884058,0.846920289855073,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.224154589371981,0.402928743961353,0.050241545893720,0.056461352657005,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.284961352657005,0.487876989736140,0.031565217391304,0.043459200324306,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.311111111111111,0.621074879227053,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.318840579710145,0.849486714975846,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.396024154589372,0.404062817682121,0.038579710144928,0.062084571891866,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.475362318840580,0.664704106280193,0.050241545893720,0.061594202898551,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.498550724637681,0.587711352657005,0.046376811594203,0.061594202898551,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.578400966183575,0.607389790627982,0.036241545893720,0.055876114702679,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.588338164251208,0.732334991560362,0.044425120772947,0.051219771810789,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.597106280193237,0.267476759520015,0.036241545893720,0.062084571891866,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.628985507246377,0.441647072145383,0.036714975845411,0.042330389926272,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.726570048309179,0.590277777777778,0.046376811594203,0.046195652173913,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.812560386473430,0.220712560386473,0.059903381642512,0.061594202898551,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.869565217391304,0.136020531400966,0.046376811594203,0.061594202898551,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.876328502415459,0.560763888888889,0.036714975845411,0.048762077294686,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.952657004830918,0.751962560386474,0.046376811594203,0.056461352657005,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57108,1,5,0.982903381642512,0.098296301114681,0.036241545893720,0.055876114702679,/organoid/organoid/gm82bj7n0augpfqi341tr37jj.png,gm82bj7n0augpfqi341tr37jj
57109,1,5,0.555840821566110,0.264261071887035,0.043645699614891,0.044327663671374,/organoid/organoid/174qe3l8uiijdqt2di2ln6k8rj.png,"174qe3l8uiijdqt2di2ln6k8rj"
57109,1,5,0.577663671373556,0.392129332477535,0.020539152759949,0.027278562259307,/organoid/organoid/174qe3l8uiijdqt2di2ln6k8rj.png,"174qe3l8uiijdqt2di2ln6k8rj"
57109,1,5,0.917843388960205,0.269375802310655,0.038510911424904,0.040917843388960,/organoid/organoid/174qe3l8uiijdqt2di2ln6k8rj.png,"174qe3l8uiijdqt2di2ln6k8rj"
57110,1,5,0.580993810039735,0.533434592036548,0.266575076613826,0.375797799857745,/organoid/organoid/16tija26qd2irnmmgeqddvdmf2.png,"16tija26qd2irnmmgeqddvdmf2"
57110,1,5,0.824465870857239,0.288095593452454,0.139482259750366,0.165008306503296,/organoid/organoid/16tija26qd2irnmmgeqddvdmf2.png,"16tija26qd2irnmmgeqddvdmf2"
57111,1,5,0.443646714091301,0.253952637543367,0.181401163339615,0.217126896580851,/organoid/organoid/23vbikdob5tb0hvglg6qelut42.png,"23vbikdob5tb0hvglg6qelut42"
57111,1,5,0.651883622151546,0.672852535197066,0.461572145590040,0.614131872759729,/organoid/organoid/23vbikdob5tb0hvglg6qelut42.png,"23vbikdob5tb0hvglg6qelut42"
57112,1,5,0.161745827984595,0.509065208308256,0.035943517329910,0.038285740308909,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.173299101412067,0.814947047496791,0.033376123234917,0.034098202824134,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.342747111681643,0.919561661360187,0.048780487804878,0.055453055270752,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.410783055198973,0.717767169448010,0.041078305519897,0.037508023106547,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.444159178433890,0.213952582126268,0.056482670089859,0.055461719215027,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.522464698331194,0.902512559948120,0.038510911424904,0.048428022861014,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57112,1,5,0.684210526315790,0.238687419768935,0.048780487804878,0.054557124518614,/organoid/organoid/5q6qfklbg0ou3vn2a2232i680t.png,"5q6qfklbg0ou3vn2a2232i680t"
57113,1,5,0.018357487922705,0.306687801932367,0.036714975845411,0.048762077294686,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.025120772946860,0.472222222222222,0.046376811594203,0.051328502415459,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.137198067632850,0.536382850241546,0.042512077294686,0.041062801932367,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.274396135265701,0.295138888888889,0.050241545893720,0.046195652173913,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.283091787439614,0.719882246376812,0.048309178743961,0.048762077294686,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.353623188405797,0.259208937198068,0.038647342995169,0.041062801932367,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.474396135265700,0.728864734299517,0.052173913043478,0.051328502415459,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.544927536231884,0.769927536231884,0.042512077294686,0.041062801932367,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.561352657004831,0.692934782608696,0.048309178743961,0.046195652173913,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.675362318840580,0.940594806763285,0.048309178743961,0.048762077294686,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.716908212560387,0.375981280193237,0.069565217391304,0.069293478260870,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.793236714975845,0.248943236714976,0.056038647342995,0.056461352657005,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.797101449275362,0.153985507246377,0.052173913043478,0.051328502415459,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.830917874396135,0.370848429951691,0.057971014492754,0.053894927536232,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.936231884057971,0.065443840579710,0.056038647342995,0.069293478260870,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.948792270531401,0.270757850241546,0.054106280193237,0.048762077294686,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.965217391304348,0.120621980676329,0.044444444444444,0.035929951690821,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57113,1,5,0.983574879227053,0.088541666666667,0.034782608695652,0.038496376811594,/organoid/organoid/53cur7ffc0km2qfocv19m4k727.png,"53cur7ffc0km2qfocv19m4k727"
57114,1,5,0.048309178743961,0.246376811594203,0.019323671497585,0.030797101449275,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.065700483091787,0.070576690821256,0.046376811594203,0.048762077294686,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.077294685990338,0.880283816425121,0.046376811594203,0.046195652173913,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.109178743961353,0.683952294685990,0.021256038647343,0.033363526570048,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.171980676328502,0.169384057971015,0.046376811594203,0.046195652173913,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.235748792270531,0.415760869565217,0.046376811594203,0.051328502415459,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.297584541062802,0.523550724637681,0.046376811594203,0.046195652173913,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.409661835748792,0.762228260869565,0.046376811594203,0.061594202898551,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.453140096618357,0.533816425120773,0.025120772946860,0.035929951690821,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.485024154589372,0.237394323671498,0.046376811594203,0.048762077294686,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.553623188405797,0.426026570048309,0.028985507246377,0.030797101449275,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.664734299516908,0.449124396135266,0.046376811594203,0.061594202898551,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.668599033816425,0.615942028985507,0.046376811594203,0.046195652173913,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57114,1,5,0.844444444444444,0.572312801932367,0.046376811594203,0.046195652173913,/organoid/organoid/6h81608k9rrve3qnkm43edb041.png,"6h81608k9rrve3qnkm43edb041"
57115,1,5,0.260869565217391,0.066727053140097,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.282125603864734,0.287439613526570,0.034782608695652,0.051328502415459,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.307246376811594,0.043629227053140,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.343961352657005,0.921346618357488,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.391304347826087,0.136020531400966,0.021256038647343,0.041062801932367,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.438647342995169,0.474788647342995,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.512077294685990,0.614658816425121,0.030917874396135,0.048762077294686,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.523671497584541,0.051328502415459,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.606763285024155,0.151419082125604,0.046376811594203,0.046195652173913,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57115,1,5,0.739130434782609,0.930329106280193,0.025120772946860,0.038496376811594,/organoid/organoid/6ldasr1k8vctvpqoefh3e8c295.png,"6ldasr1k8vctvpqoefh3e8c295"
57116,1,5,0.136071887034660,0.158556643132221,0.035943517329910,0.037508023106547,/organoid/organoid/6annaaqteeqej6mpd6qti4fk9d.png,"6annaaqteeqej6mpd6qti4fk9d"
57116,1,5,0.387676508344031,0.540456514762516,0.061617458279846,0.071606225930680,/organoid/organoid/6annaaqteeqej6mpd6qti4fk9d.png,"6annaaqteeqej6mpd6qti4fk9d"
57116,1,5,0.415917843388960,0.724586810012837,0.030808729139923,0.030688382541720,/organoid/organoid/6annaaqteeqej6mpd6qti4fk9d.png,"6annaaqteeqej6mpd6qti4fk9d"
57117,1,5,0.519897304236200,0.441571726572529,0.300385109114249,0.378490051347882,/organoid/organoid/4qn4oqe0f80p8dtbg3m86srkuc.png,"4qn4oqe0f80p8dtbg3m86srkuc"
57118,1,5,0.242512077294686,0.397795893719807,0.032850241545894,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.284057971014493,0.495320048309179,0.042512077294686,0.066727053140097,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.343961352657005,0.059027777777778,0.030917874396135,0.041062801932367,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.371980676328502,0.690368357487923,0.036714975845411,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.372946859903382,0.536382850241546,0.046376811594203,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.437681159420290,0.169384057971015,0.025120772946860,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.456038647342995,0.820183375256046,0.030917874396135,0.046178607192297,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.487922705314010,0.819972826086957,0.044444444444444,0.048762077294686,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.519806763285024,0.088541666666667,0.023188405797101,0.033363526570048,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.582608695652174,0.500452898550725,0.025120772946860,0.041062801932367,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.601932367149759,0.562047101449275,0.028985507246377,0.041062801932367,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.608695652173913,0.254076086956522,0.046376811594203,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.726570048309179,0.283589975845411,0.046376811594203,0.059027777777778,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57118,1,5,0.836714975845411,0.880283816425121,0.046376811594203,0.046195652173913,/organoid/organoid/1mct6rk6h0b1rtptg1fmqaiqop.png,"1mct6rk6h0b1rtptg1fmqaiqop"
57119,1,5,0.327342747111682,0.673439505776637,0.310654685494223,0.392129332477535,/organoid/organoid/7me8nlmefedf1bpi0l23au1t01.png,"7me8nlmefedf1bpi0l23au1t01"
57119,1,5,0.852374839537869,0.167081193838254,0.189987163029525,0.259146341463415,/organoid/organoid/7me8nlmefedf1bpi0l23au1t01.png,"7me8nlmefedf1bpi0l23au1t01"
57120,1,5,0.423620025673941,0.533636874197689,0.605905006418485,0.774029204107831,/organoid/organoid/71c6feifsr9i9a2ruh8qnpn7he.png,"71c6feifsr9i9a2ruh8qnpn7he"
57120,1,5,0.790757381258023,0.545571245186136,0.133504492939666,0.211408857509628,/organoid/organoid/71c6feifsr9i9a2ruh8qnpn7he.png,"71c6feifsr9i9a2ruh8qnpn7he"
57121,1,5,0.012560386473430,0.378547705314010,0.017391304347826,0.028230676328502,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.107246376811594,0.021814613526570,0.032850241545894,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.156521739130435,0.368282004830918,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.199033816425121,0.786609299516908,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.211594202898551,0.522267512077295,0.032850241545894,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.235748792270531,0.637756642512077,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.261835748792271,0.252792874396135,0.036714975845411,0.048762077294686,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.364251207729469,0.391379830917874,0.036714975845411,0.053894927536232,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.415458937198068,0.080842391304348,0.034782608695652,0.048762077294686,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.491787439613527,0.409344806763285,0.067632850241546,0.074426328502415,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.525603864734300,0.794308574879227,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.533333333333333,0.251509661835749,0.030917874396135,0.046195652173913,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.595169082125604,0.239960748792271,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.667632850241546,0.257925724637681,0.025120772946860,0.033363526570048,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.682125603864734,0.844353864734300,0.042512077294686,0.041062801932367,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.685024154589372,0.881567028985507,0.028985507246377,0.033363526570048,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.685990338164251,0.627490942028986,0.034782608695652,0.064160628019324,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.726570048309179,0.555631038647343,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.765217391304348,0.257925724637681,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.811594202898551,0.853336352657005,0.046376811594203,0.043629227053140,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.936714975845411,0.381486606929225,0.028019323671498,0.041047650837597,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57121,1,5,0.942028985507246,0.051328502415459,0.036714975845411,0.046195652173913,/organoid/organoid/78dsmdim6spebdtg3g0ombij8v.png,"78dsmdim6spebdtg3g0ombij8v"
57122,1,5,0.145886371014493,0.735708584874925,0.289424985507247,0.508202575906653,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57122,1,5,0.317874396135266,0.701917270531401,0.222222222222222,0.310537439613527,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57122,1,5,0.356521739130435,0.890549516908213,0.125603864734300,0.179649758454106,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57122,1,5,0.553623188405797,0.465806159420290,0.334299516908213,0.505585748792271,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57122,1,5,0.798648636714976,0.861726296786737,0.403016512077295,0.264430608601835,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57122,1,5,0.945695201932367,0.177925269855428,0.112035478260869,0.342933445530506,/organoid/organoid/5c3pm0qo60hmson1sdul5ouqsl.png,"5c3pm0qo60hmson1sdul5ouqsl"
57123,1,5,0.018273014575243,0.922396361827850,0.032977432012558,0.036527991294861,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
57123,1,5,0.039581872522831,0.240732103586197,0.027468845248222,0.028005599975586,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
57123,1,5,0.138974830508232,0.008654756937176,0.031293421983719,0.018644641153514,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
57123,1,5,0.156463891267777,0.220886275172234,0.031269073486328,0.030139148235321,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
57123,1,5,0.202905227709852,0.683751464078964,0.012859903381643,0.018625371567560,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
57123,1,5,0.214286401867867,0.217406377196312,0.056325793266296,0.055967628955841,/organoid/organoid/t375omcvejiqr76nhmtv0u8m.png,t375omcvejiqr76nhmtv0u8m
